"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Characteristics:Состав;Weight;Length;Width;Height;"SEO title";"SEO descr";"FB title";"FB descr"
811706048651;;1843;;;"Артикул 1843 / Черный с золотыми элементами- Черный с золотыми элементами";;;https://static.tildacdn.com/tild6630-6233-4130-b732-666464376630/1843_.jpeg;26.0000;1;;"Цвет:Черный с золотыми элементами";;H2u5dcnNG4rguYONHAEC;642630755811;;0;0;0;0;;;;
808705175301;;;;;"Артикул 1843";"Размеры 52-60";;https://static.tildacdn.com/tild3564-3932-4932-b264-313439313339/1843--900-1200_.jpeg;;;;;;YXVhYoFF2u0R3ob316Ho;;"Хлопок 60%, Полиэстер 40%";0;0;0;0;"Женское платье 1611";"Женское платье от белорусских производителей. Подходит как на выход, так и на каждый день. Артикул 1611";;
638800155471;;1843;;;"Артикул 1843 / Оливка с золотыми элементами- Оливка с золотыми элементами";;;https://static.tildacdn.com/tild3564-3932-4932-b264-313439313339/1843--900-1200_.jpeg;26.0000;1;;"Цвет:Оливка с золотыми элементами";;BpHAbASyA0GLsETEKU08;808705175301;;0;0;0;0;;;;
955135203431;;;;;"Юбка 147";"Размеры 44-52";;https://static.tildacdn.com/tild3065-3361-4536-b438-316364373864/147-900-1200-_.jpeg;;;;;;rzHvdjJfLLR7lCIP4iFy;;;0;0;0;0;;;;
725242371621;;147;;;"Юбка 147 / Брусника- Брусника";;;https://static.tildacdn.com/tild3065-3361-4536-b438-316364373864/147-900-1200-_.jpeg;18.0000;0;;Цвет:Брусника;;sR5F2OIjycRPkvoBTzsM;955135203431;;0;0;0;0;;;;
233797230351;;;;;"Артикул 1922";"Размеры 46-54";;https://static.tildacdn.com/tild3133-3633-4731-a264-653030653865/1922--900-1200.jpg;;;;;;PI1abiHzJNd1oLBulFRe;;"Хлопок 60%, Полиэстер 40%";0;0;0;0;"Женское платье 1611";"Женское платье от белорусских производителей. Подходит как на выход, так и на каждый день. Артикул 1611";;
305126342011;;1923;;;"Артикул 1922 / Бежевый- Бежевый";;;https://static.tildacdn.com/tild3133-3633-4731-a264-653030653865/1922--900-1200.jpg;21.0000;1;;Цвет:Бежевый;;9xjIETZaemt5NzxZzCEe;233797230351;;0;0;0;0;;;;
958936649271;;;;;"Блузка-рубашка 148";"Размеры 50-60";;https://static.tildacdn.com/tild3665-3264-4834-a639-616137616532/148__900_1200.jpg;;;;;;sijLSEcB6N5FOIrzOy70;;;0;0;0;0;;;;
596228861761;;148;;;"Блузка-рубашка 148 / Хаки- Хаки";;;https://static.tildacdn.com/tild3665-3264-4834-a639-616137616532/148__900_1200.jpg;15.0000;0;;Цвет:Хаки;;zNrtGXsRPF2eLLDRAgKJ;958936649271;;0;0;0;0;;;;
668432199441;;;;;"Артикул 2008";"Размеры 48-56";;https://static.tildacdn.com/tild3935-3939-4661-a265-343164343033/photo_2021-03-17_132.jpeg;;;;;;XNcr092hUNizCXONPFYl;;;0;0;0;0;;;;
582671794491;;2008;;;"Артикул 2008 / Светлый беж- Светлый беж";;;https://static.tildacdn.com/tild3935-3939-4661-a265-343164343033/photo_2021-03-17_132.jpeg;22.0000;15;;"Цвет:Светлый беж";;0bpDTcOZ9pMeDC5OVddF;668432199441;;0;0;0;0;;;;
879472786421;;;;;"Блузка 1874";"Размеры 48-56";;https://static.tildacdn.com/tild6161-3636-4230-b464-613465383230/1937--900-1200_.jpeg;;;;;;TX7ytc2YOcPuPAi2c2X5;;;0;0;0;0;;;;
381308730821;;1874;;;"Блузка 1874 / Черный с белыми мазками- Черный с белыми мазками";;;https://static.tildacdn.com/tild6161-3636-4230-b464-613465383230/1937--900-1200_.jpeg;15.0000;0;;"Цвет:Черный с белыми мазками";;9iERtrTiieoljO4SCRB0;879472786421;;0;0;0;0;;;;
760012107831;;;;;"Блузка 1937";"Размеры 46-56";;https://static.tildacdn.com/tild3130-3166-4932-a461-656434663564/1937-----900-1200_.jpeg;;;;;;o1fPe7x8lbpYmbjTUzbt;;;0;0;0;0;;;;
426368835551;;1937;;;"Блузка 1937 / Белая с черными мазками- Белая с черными мазками";;;https://static.tildacdn.com/tild3130-3166-4932-a461-656434663564/1937-----900-1200_.jpeg;15.0000;0;;"Цвет:Белая с черными мазками";;KXjo0IunydjFlx6xAIYy;760012107831;;0;0;0;0;;;;
163137579611;;;;;"Артикул 1932";"Размеры 42-50";;https://static.tildacdn.com/tild6262-6365-4136-a363-393036666138/1932---900-1200_.jpeg;;;;;;KpDGc6ZvZxgA0xhSRfy6;;"Хлопок 60%, Полиэстер 40%";0;0;0;0;"Женское платье 1611";"Женское платье от белорусских производителей. Подходит как на выход, так и на каждый день. Артикул 1611";;
780073505531;;1932;;;"Артикул 1932 / Хаки в горошек- Хаки в горошек";;;https://static.tildacdn.com/tild6262-6365-4136-a363-393036666138/1932---900-1200_.jpeg;23.0000;10;;"Цвет:Хаки в горошек";;5LU1Izf8yZUEv65ToSHx;163137579611;;0;0;0;0;;;;
527103098061;;;;;"Рубашка 138";"Размеры 46-60";;https://static.tildacdn.com/tild6431-3230-4335-b134-313662616366/138_16__900_1200_.jpeg;;;;;;UVn9onLBRdJhXZKg4Gjn;;;0;0;0;0;;;;
826891020131;;138;;;"Рубашка 138 / Хаки- Хаки";;;https://static.tildacdn.com/tild6431-3230-4335-b134-313662616366/138_16__900_1200_.jpeg;15.0000;27;;Цвет:Хаки;;Zcj12zFeMgkEPGRrZedk;527103098061;;0;0;0;0;;;;
881074059411;;;;;"Рубашка 138";"Размеры 46-60";;https://static.tildacdn.com/tild3835-3235-4635-b766-313064646130/138_16__900_1200_.jpeg;;;;;;lJsrsC7HokD14p1sN5ts;;;0;0;0;0;;;;
307732110881;;138;;;"Рубашка 138 / Оранжевый- Оранжевый";;;https://static.tildacdn.com/tild3835-3235-4635-b766-313064646130/138_16__900_1200_.jpeg;15.0000;27;;Цвет:Оранжевый;;CVSFeHzvZm0Zeo3TtVOg;881074059411;;0;0;0;0;;;;
634618908811;;;;;"Рубашка 138";"Размеры 46-60";;https://static.tildacdn.com/tild6335-3533-4464-a234-366664343962/138_16___900_1200_.jpeg;;;;;;Du6Tu3xEvs7r7PPf48tI;;;0;0;0;0;;;;
687928001911;;138;;;"Рубашка 138 / Светло-желтый- Светло-желтый";;;https://static.tildacdn.com/tild6335-3533-4464-a234-366664343962/138_16___900_1200_.jpeg;15.0000;27;;Цвет:Светло-желтый;;PEATAthTejxelpHLVCOu;634618908811;;0;0;0;0;;;;
710152969331;;;;;"Артикул 2007";"Размеры 42-50";;https://static.tildacdn.com/tild6165-6138-4162-a630-313138393231/2007--900-1200.jpg;;;;;;HLzfMUxKTponLBNiTlCO;;;0;0;0;0;;;;
542744705851;;2007;;;"Артикул 2007 / Оливка с золотыми элементами- Оливка с золотыми элементами";;;https://static.tildacdn.com/tild6165-6138-4162-a630-313138393231/2007--900-1200.jpg;24.0000;39;;"Цвет:Оливка с золотыми элементами";;IFNooeUHugo8x8b12EXF;710152969331;;0;0;0;0;;;;
563077642761;;;;;"Артикул 2007";"Размеры 42-50";;https://static.tildacdn.com/tild6264-3866-4364-b966-633737666232/2007---900-1200_.jpeg;;;;;;p0Hu1Zo1jRaibVERJ1Vz;;;0;0;0;0;;;;
705196254251;;2007;;;"Артикул 2007 / Светлый беж с золотыми элементами- Светлый беж с золотыми элементами";;;https://static.tildacdn.com/tild6264-3866-4364-b966-633737666232/2007---900-1200_.jpeg;24.0000;39;;"Цвет:Светлый беж с золотыми элементами";;EVgll1T0ZJZLA2VUILlm;563077642761;;0;0;0;0;;;;
684914800291;;;;;"Артикул 129";"Размеры 42-52";;https://static.tildacdn.com/tild3738-3738-4432-a538-396535373766/129----900-1200.jpg;;;;;;0LCZhnZofHaXc0Dax5lC;;;0;0;0;0;;;;
178599647331;;129;;;"Артикул 129 / Оливка в кружочки- Оливка в кружочки";;;https://static.tildacdn.com/tild3738-3738-4432-a538-396535373766/129----900-1200.jpg;22.0000;12;;"Цвет:Оливка в кружочки";;9dnstGgxu05aR9Pflxip;684914800291;;0;0;0;0;;;;
134563192141;;;;;"Блузка 1998";"Размеры 46-54";;https://static.tildacdn.com/tild3331-3536-4463-b133-656431613030/1998__550_868.jpeg;;;;;;C6g2g4UbR3JoL08nJ1yU;;;0;0;0;0;;;;
533273982371;;1998;;;"Блузка 1998 / Черный- Черный";;;https://static.tildacdn.com/tild3331-3536-4463-b133-656431613030/1998__550_868.jpeg;15.0000;23;;Цвет:Черный;;sDiua6YSBT023JDdd08V;134563192141;;0;0;0;0;;;;
209538124501;;;;;"Артикул 137";"Размеры 44-52";;https://static.tildacdn.com/tild6437-3561-4662-b335-373237316530/137--_.jpeg;;;;;;el3eRfBmhTDhMbuUBv86;;;0;0;0;0;;;;
510962531531;;137;;;"Артикул 137 / Джинс- Джинс";;;https://static.tildacdn.com/tild6437-3561-4662-b335-373237316530/137--_.jpeg;24.0000;0;;Цвет:Джинс;;8Y6Ne1aJKPLtN0EiF1F9;209538124501;;0;0;0;0;;;;
377883579591;;;;;"Артикул 137";"Размеры 44-52";;https://static.tildacdn.com/tild3434-3033-4433-b262-366335613266/137--_.jpeg;;;;;;dHr5xevXi84BdB6ZfaIT;;;0;0;0;0;;;;
124475357301;;137;;;"Артикул 137 / Оливка- Оливка";;;https://static.tildacdn.com/tild3434-3033-4433-b262-366335613266/137--_.jpeg;24.0000;0;;Цвет:Оливка;;XBpD4nXtVCnZzktHZuKo;377883579591;;0;0;0;0;;;;
309394676621;;;;;"Артикул 137";"Размеры 44-52";;https://static.tildacdn.com/tild3264-6438-4930-b363-643935303936/137--_.jpeg;;;;;;0tok0Jkl0m6x6sCFE78I;;;0;0;0;0;;;;
502484461851;;137;;;"Артикул 137 / Пудра- Пудра";;;https://static.tildacdn.com/tild3264-6438-4930-b363-643935303936/137--_.jpeg;24.0000;0;;Цвет:Пудра;;nmu97jcmrYEX8oNMOTLr;309394676621;;0;0;0;0;;;;
356352506111;;;;;"Артикул 1940";"Размеры 46-54";;https://static.tildacdn.com/tild3939-3730-4162-b339-333761636234/1940_0.jpg;;;;;;bMMG6TxucLcAL25Ru4cO;;"Хлопок 60%, Полиэстер 40%";0;0;0;0;"Женское платье 1611";"Женское платье от белорусских производителей. Подходит как на выход, так и на каждый день. Артикул 1611";;
829424796931;;1940;;;"Артикул 1940 / Светлая в полоску- Светлая в полоску";;;https://static.tildacdn.com/tild3939-3730-4162-b339-333761636234/1940_0.jpg;24.0000;1;;"Цвет:Светлая в полоску";;nVhgFUy1bpYZu5JNr5fK;356352506111;;0;0;0;0;;;;
